# 郡山駅周辺ネットワークトポロジ
# 変換元: 郡山駅周辺モデル座標とドロネーリンク情報.txt
# ノード数: 221, リンク数: 602
# 点在地区(type=0): 容量8, 集中地区(type=1): 容量4
# ※2026-01-18更新: 容量2倍に変更（点在=8, 集中=4）
# lTubeLength: 最小距離(206.2m)基準の相対値
# distance: ユークリッド距離 (m)
#
NODES 221

# NODE id x y district_type
NODE 75 0.827495 0.664953 0
NODE 76 0.641429 0.632137 0
NODE 77 0.689941 0.602720 0
NODE 78 0.812229 0.508303 0
NODE 79 0.810911 0.590622 0
NODE 80 0.872985 0.572197 0
NODE 81 0.920955 0.499605 0
NODE 82 0.938701 0.432548 0
NODE 83 0.976674 0.409220 0
NODE 84 1.000000 0.379329 0
NODE 85 0.923512 0.323343 0
NODE 86 0.890034 0.414202 1
NODE 87 0.856091 0.435948 1
NODE 88 0.808509 0.452870 1
NODE 89 0.744575 0.436976 1
NODE 90 0.690174 0.463704 1
NODE 91 0.746513 0.479677 1
NODE 92 0.807037 0.385576 1
NODE 93 0.757672 0.370868 1
NODE 94 0.703115 0.396805 1
NODE 95 0.644451 0.392298 1
NODE 96 0.616476 0.422505 1
NODE 97 0.616011 0.338368 1
NODE 98 0.586950 0.380595 1
NODE 99 0.581370 0.438320 1
NODE 100 0.560989 0.344694 1
NODE 101 0.532238 0.460225 1
NODE 102 0.559749 0.413411 1
NODE 103 0.539368 0.320971 1
NODE 104 0.504650 0.268464 1
NODE 105 0.476984 0.245137 1
NODE 106 0.429479 0.238178 1
NODE 107 0.469002 0.295113 1
NODE 108 0.431029 0.315119 1
NODE 109 0.536268 0.368654 1
NODE 110 0.497520 0.368259 1
NODE 111 0.448233 0.364305 1
NODE 112 0.492018 0.431994 1
NODE 113 0.400651 0.336312 1
NODE 114 0.419637 0.382492 1
NODE 115 0.346714 0.344457 1
NODE 116 0.366940 0.396015 1
NODE 117 0.313624 0.416733 1
NODE 118 0.298202 0.488929 1
NODE 119 0.336407 0.500791 1
NODE 120 0.368490 0.479519 1
NODE 121 0.404836 0.462518 1
NODE 122 0.447458 0.440060 1
NODE 123 0.253720 0.506642 1
NODE 124 0.337802 0.541910 1
NODE 125 0.322381 0.564843 1
NODE 126 0.294172 0.567452 1
NODE 127 0.263407 0.560098 1
NODE 128 0.278983 0.516132 1
NODE 129 0.196141 0.502135 1
NODE 130 0.194048 0.530128 1
NODE 131 0.159873 0.554405 1
NODE 132 0.152356 0.520718 1
NODE 133 0.124303 0.539854 1
NODE 134 0.111361 0.530286 1
NODE 135 0.088655 0.563182 1
NODE 136 0.122443 0.573225 1
NODE 137 0.147319 0.612447 1
NODE 138 0.104154 0.611498 1
NODE 139 0.179789 0.594575 1
NODE 140 0.214740 0.559149 1
NODE 141 0.207998 0.602167 1
NODE 142 0.234036 0.595445 1
NODE 143 0.124535 0.656176 1
NODE 144 0.142359 0.696979 1
NODE 145 0.173280 0.707892 1
NODE 146 0.228224 0.728610 1
NODE 147 0.203890 0.676736 1
NODE 148 0.249613 0.667167 1
NODE 149 0.286345 0.633876 1
NODE 150 0.277123 0.600901 1
NODE 151 0.314011 0.600348 1
NODE 152 0.319203 0.637356 1
NODE 153 0.343149 0.607149 1
NODE 154 0.386469 0.596078 1
NODE 155 0.394684 0.544915 1
NODE 156 0.441491 0.520639 1
NODE 157 0.455285 0.580658 1
NODE 158 0.389182 0.660051 1
NODE 159 0.431184 0.576230 1
NODE 160 0.314554 0.695635 1
NODE 161 0.375387 0.757789 1
NODE 162 0.383292 0.703701 1
NODE 163 0.255192 0.772339 1
NODE 164 0.205285 0.771786 1
NODE 165 0.301069 0.793452 1
NODE 166 0.274799 0.820022 1
NODE 167 0.339197 0.846117 1
NODE 168 0.389647 0.845168 1
NODE 169 0.408400 0.792741 1
NODE 170 0.436841 0.746956 1
NODE 171 0.444823 0.695793 1
NODE 172 0.490468 0.633639 1
NODE 173 0.510307 0.665981 1
NODE 174 0.501162 0.712874 1
NODE 175 0.432967 0.622806 1
NODE 176 0.490701 0.570220 1
NODE 177 0.527898 0.511150 1
NODE 178 0.548745 0.559070 1
NODE 179 0.573078 0.506642 1
NODE 180 0.612368 0.513048 1
NODE 181 0.624458 0.579076 1
NODE 182 0.580363 0.612684 1
NODE 183 0.673512 0.546339 1
NODE 184 0.730859 0.574885 1
NODE 185 0.434516 0.847303 1
NODE 186 0.480006 0.854499 1
NODE 187 0.479464 0.814250 1
NODE 188 0.475976 0.766250 1
NODE 189 0.547350 0.788313 1
NODE 190 0.595474 0.684960 1
NODE 191 0.618180 0.760240 1
NODE 192 0.657858 0.830618 1
NODE 193 0.698233 0.774474 1
NODE 194 0.693196 0.713269 1
NODE 195 0.723962 0.647873 1
NODE 196 0.737988 0.703068 1
NODE 197 0.751550 0.768464 1
NODE 198 0.766429 0.649138 1
NODE 199 0.781231 0.575123 1
NODE 200 0.629882 0.710897 1
NODE 201 0.682424 0.663135 1
NODE 202 0.649799 0.812905 1
NODE 203 0.574628 0.786019 1
NODE 204 0.351519 0.800648 1
NODE 205 0.641197 0.481022 1
NODE 206 0.677309 0.424324 1
NODE 207 0.590050 0.556461 1
NODE 208 0.553162 0.670172 1
NODE 209 0.536345 0.606041 1
NODE 210 0.348807 0.675945 1
NODE 211 0.771931 0.686067 1
NODE 212 0.705053 0.834809 1
NODE 213 0.593924 0.825004 1
NODE 214 0.651193 0.742923 1
NODE 215 0.581603 0.731061 1
NODE 216 0.473807 0.500237 1
NODE 217 0.707068 0.517950 1
NODE 218 0.392669 0.415388 1
NODE 219 0.321141 0.372529 1
NODE 220 0.354309 0.433813 1

# LINK source dest capacity distance lTubeLength
LINK 45 144 5 676.5 3.2803
LINK 45 46 10 1251.6 6.0690
LINK 45 41 10 458.0 2.2210
LINK 45 138 5 825.1 4.0011
LINK 45 143 5 464.9 2.2545
LINK 45 42 10 816.0 3.9570
LINK 45 40 10 819.5 3.9739
LINK 144 143 5 564.9 2.7394
LINK 144 147 5 834.2 4.0453
LINK 144 145 5 422.2 2.0472
LINK 138 136 5 538.5 2.6111
LINK 138 137 5 557.1 2.7015
LINK 138 143 5 623.2 3.0220
LINK 138 43 5 628.8 3.0489
LINK 138 135 5 642.9 3.1174
LINK 138 40 5 362.2 1.7561
LINK 137 136 5 590.8 2.8648
LINK 137 139 5 476.1 2.3084
LINK 137 131 5 751.7 3.6448
LINK 137 143 5 626.3 3.0369
LINK 137 147 5 1092.6 5.2982
LINK 40 43 10 488.6 2.3694
LINK 40 42 10 395.1 1.9160
LINK 41 46 10 1032.5 5.0065
LINK 41 44 10 945.2 4.5833
LINK 41 42 10 588.9 2.8558
LINK 145 164 5 907.4 4.4001
LINK 145 146 5 755.9 3.6652
LINK 145 147 5 557.9 2.7053
LINK 42 44 10 644.1 3.1233
LINK 42 43 10 735.4 3.5660
LINK 136 131 5 538.5 2.6110
LINK 136 133 5 422.7 2.0496
LINK 136 135 5 454.1 2.2020
LINK 139 131 5 569.3 2.7606
LINK 139 140 5 635.7 3.0825
LINK 139 147 5 1084.5 5.2590
LINK 139 141 5 376.4 1.8254
LINK 147 148 5 602.3 2.9205
LINK 147 146 5 727.3 3.5266
LINK 147 143 5 1056.5 5.1229
LINK 147 141 5 944.5 4.5798
LINK 43 44 10 1146.1 5.5573
LINK 43 39 10 673.4 3.2654
LINK 43 135 5 282.6 1.3704
LINK 135 134 5 508.8 2.4673
LINK 135 133 5 546.5 2.6498
LINK 135 39 5 737.8 3.5774
LINK 135 35 5 787.0 3.8163
LINK 141 148 5 981.9 4.7611
LINK 141 142 5 346.6 1.6806
LINK 141 140 5 550.9 2.6714
LINK 131 132 5 436.9 2.1185
LINK 131 133 5 494.5 2.3979
LINK 131 140 5 710.5 3.4454
LINK 131 130 5 537.3 2.6055
LINK 133 134 5 206.2 1.0000
LINK 133 132 5 435.4 2.1114
LINK 219 115 5 484.7 2.3503
LINK 219 27 5 947.8 4.5958
LINK 219 116 5 661.4 3.2073
LINK 219 117 5 567.4 2.7511
LINK 219 30 5 1142.7 5.5408
LINK 116 115 5 702.3 3.4055
LINK 116 220 5 505.0 2.4489
LINK 116 218 5 412.6 2.0008
LINK 116 114 5 701.2 3.4000
LINK 116 117 5 736.2 3.5698
LINK 116 113 5 871.3 4.2252
LINK 113 115 5 703.6 3.4117
LINK 113 111 5 708.7 3.4367
LINK 113 108 5 474.9 2.3026
LINK 113 106 5 1295.6 6.2822
LINK 113 27 5 1278.9 6.2013
LINK 113 114 5 633.3 3.0709
LINK 27 115 5 759.2 3.6812
LINK 27 28 10 1287.9 6.2450
LINK 27 20 10 1407.3 6.8239
LINK 27 23 10 1354.1 6.5659
LINK 27 30 10 952.2 4.6172
LINK 117 118 5 934.4 4.5311
LINK 117 220 5 567.7 2.7528
LINK 117 30 5 1417.9 6.8752
LINK 117 123 5 1374.9 6.6668
LINK 114 122 5 811.7 3.9360
LINK 114 111 5 434.8 2.1084
LINK 114 218 5 542.4 2.6299
LINK 218 122 5 772.8 3.7472
LINK 218 220 5 547.1 2.6529
LINK 218 121 5 616.3 2.9886
LINK 220 118 5 1005.0 4.8731
LINK 220 120 5 606.3 2.9398
LINK 220 119 5 877.9 4.2571
LINK 220 121 5 746.2 3.6185
LINK 108 111 5 660.4 3.2024
LINK 108 107 5 551.5 2.6740
LINK 108 106 5 973.2 4.7191
LINK 111 122 5 958.1 4.6456
LINK 111 112 5 1025.7 4.9734
LINK 111 107 5 915.1 4.4374
LINK 111 110 5 638.0 3.0935
LINK 30 28 10 1093.4 5.3019
LINK 30 31 10 734.7 3.5626
LINK 30 29 10 1162.6 5.6372
LINK 180 179 5 513.4 2.4896
LINK 180 183 5 894.3 4.3364
LINK 180 99 5 1026.2 4.9759
LINK 180 181 5 849.4 4.1190
LINK 180 207 5 620.0 3.0062
LINK 180 205 5 549.9 2.6665
LINK 90 89 5 779.1 3.7780
LINK 90 91 5 754.5 3.6588
LINK 90 206 5 524.9 2.5454
LINK 90 217 5 719.8 3.4903
LINK 90 205 5 668.9 3.2433
LINK 96 98 5 652.7 3.1651
LINK 96 95 5 525.6 2.5486
LINK 96 99 5 495.2 2.4012
LINK 96 206 5 785.3 3.8081
LINK 96 205 5 805.8 3.9075
LINK 206 89 5 882.6 4.2798
LINK 206 95 5 586.3 2.8432
LINK 206 94 5 481.7 2.3356
LINK 206 205 5 855.1 4.1465
LINK 183 77 5 743.9 3.6069
LINK 183 184 5 823.4 3.9925
LINK 183 181 5 756.4 3.6676
LINK 183 217 5 562.5 2.7274
LINK 183 205 5 925.3 4.4867
LINK 179 101 5 788.9 3.8252
LINK 179 178 5 733.6 3.5572
LINK 179 177 5 585.8 2.8404
LINK 179 99 5 870.6 4.2215
LINK 179 207 5 667.0 3.2342
LINK 99 98 5 733.5 3.5569
LINK 99 101 5 691.9 3.3549
LINK 99 102 5 420.8 2.0404
LINK 99 205 5 942.1 4.5683
LINK 217 184 5 782.7 3.7954
LINK 217 91 5 702.4 3.4058
LINK 217 205 5 969.8 4.7028
LINK 95 98 5 756.6 3.6688
LINK 95 94 5 759.1 3.6811
LINK 95 97 5 774.5 3.7554
LINK 95 4 5 1445.8 7.0107
LINK 207 178 5 534.0 2.5895
LINK 207 182 5 721.9 3.5005
LINK 207 181 5 528.1 2.5610
LINK 181 77 5 896.3 4.3464
LINK 181 182 5 710.2 3.4438
LINK 181 76 5 705.8 3.4226
LINK 94 93 5 776.7 3.7660
LINK 94 1 5 657.7 3.1894
LINK 94 89 5 737.8 3.5774
LINK 94 4 5 1246.8 6.0457
LINK 102 98 5 543.5 2.6356
LINK 102 101 5 690.3 3.3472
LINK 102 112 5 905.0 4.3885
LINK 102 109 5 642.0 3.1131
LINK 91 89 5 540.6 2.6213
LINK 91 184 5 1220.8 5.9198
LINK 91 88 5 868.9 4.2131
LINK 91 199 5 1287.5 6.2429
LINK 91 78 5 922.0 4.4709
LINK 101 112 5 629.9 3.0545
LINK 101 177 5 646.4 3.1345
LINK 101 216 5 908.0 4.4031
LINK 89 1 5 580.5 2.8150
LINK 89 88 5 849.1 4.1174
LINK 98 100 5 564.2 2.7359
LINK 98 97 5 652.5 3.1641
LINK 98 109 5 671.2 3.2547
LINK 88 1 5 1043.3 5.0588
LINK 88 92 5 851.2 4.1275
LINK 88 87 5 650.2 3.1529
LINK 88 78 5 702.6 3.4071
LINK 199 79 5 430.2 2.0862
LINK 199 184 5 650.0 3.1519
LINK 199 198 5 955.3 4.6322
LINK 199 78 5 934.9 4.5333
LINK 79 80 10 834.2 4.0450
LINK 79 198 5 936.5 4.5412
LINK 79 75 10 964.1 4.6747
LINK 79 78 10 1041.1 5.0485
LINK 87 0 5 759.8 3.6841
LINK 87 92 5 898.0 4.3545
LINK 87 81 5 1161.3 5.6311
LINK 87 86 5 517.2 2.5078
LINK 87 78 5 1075.9 5.2171
LINK 80 81 10 1107.2 5.3688
LINK 80 75 10 1311.7 6.3603
LINK 80 78 10 1125.8 5.4592
LINK 184 77 5 634.6 3.0771
LINK 184 195 5 927.3 4.4964
LINK 184 198 5 1045.2 5.0681
LINK 81 82 10 878.4 4.2592
LINK 81 86 5 1151.3 5.5829
LINK 81 78 10 1407.3 6.8240
LINK 81 83 10 1350.3 6.5478
LINK 29 33 10 1326.3 6.4311
LINK 29 28 10 538.8 2.6124
LINK 29 31 10 1422.4 6.8974
LINK 29 25 10 1498.1 7.2644
LINK 23 22 10 991.9 4.8099
LINK 23 28 10 1111.2 5.3884
LINK 23 20 10 815.5 3.9542
LINK 23 25 10 1499.8 7.2726
LINK 25 28 10 1400.4 6.7906
LINK 25 26 10 1373.7 6.6611
LINK 216 122 5 833.5 4.0416
LINK 216 112 5 894.4 4.3371
LINK 216 177 5 711.5 3.4501
LINK 216 156 5 490.4 2.3778
LINK 216 121 5 1009.8 4.8964
LINK 216 176 5 911.5 4.4196
LINK 155 120 5 893.4 4.3321
LINK 155 124 5 735.0 3.5639
LINK 155 156 5 677.5 3.2854
LINK 155 119 5 936.4 4.5407
LINK 155 159 5 615.4 2.9838
LINK 155 121 5 1050.2 5.0924
LINK 155 154 5 655.6 3.1791
LINK 159 157 5 316.0 1.5323
LINK 159 175 5 589.4 2.8582
LINK 159 156 5 715.5 3.4693
LINK 159 154 5 629.2 3.0511
LINK 157 172 5 809.3 3.9244
LINK 157 175 5 605.8 2.9377
LINK 157 156 5 779.6 3.7802
LINK 157 176 5 475.7 2.3066
LINK 121 122 5 619.0 3.0015
LINK 121 120 5 515.9 2.5018
LINK 121 156 5 874.0 4.2382
LINK 176 172 5 802.0 3.8889
LINK 176 178 5 762.2 3.6957
LINK 176 177 5 887.9 4.3055
LINK 176 156 5 892.4 4.3272
LINK 176 209 5 743.1 3.6031
LINK 122 112 5 584.0 2.8317
LINK 120 119 5 493.7 2.3940
LINK 177 178 5 663.0 3.2150
LINK 154 158 5 809.8 3.9265
LINK 154 153 5 576.3 2.7943
LINK 154 124 5 929.3 4.5062
LINK 154 175 5 688.7 3.3393
LINK 154 125 5 916.5 4.4441
LINK 175 172 5 754.5 3.6588
LINK 175 171 5 935.6 4.5367
LINK 175 158 5 735.6 3.5668
LINK 112 109 5 983.7 4.7699
LINK 112 110 5 809.1 3.9234
LINK 124 128 5 826.0 4.0055
LINK 124 126 5 649.1 3.1474
LINK 124 119 5 520.3 2.5230
LINK 124 125 5 351.7 1.7054
LINK 119 118 5 515.3 2.4988
LINK 119 128 5 766.0 3.7142
LINK 178 182 5 791.3 3.8370
LINK 178 209 5 615.2 2.9830
LINK 130 129 5 355.0 1.7215
LINK 130 132 5 551.0 2.6718
LINK 130 140 5 453.8 2.2007
LINK 130 123 5 825.3 4.0018
LINK 142 127 5 586.0 2.8417
LINK 142 148 5 929.0 4.5047
LINK 142 150 5 560.3 2.7167
LINK 142 140 5 522.2 2.5321
LINK 142 149 5 831.8 4.0332
LINK 127 128 5 591.2 2.8668
LINK 127 150 5 545.5 2.6452
LINK 127 126 5 407.7 1.9772
LINK 127 140 5 628.1 3.0457
LINK 127 123 5 687.5 3.3335
LINK 129 132 5 611.9 2.9672
LINK 129 32 5 759.4 3.6825
LINK 129 123 5 745.2 3.6134
LINK 123 118 5 616.2 2.9878
LINK 123 128 5 347.4 1.6845
LINK 123 32 5 1172.7 5.6865
LINK 123 140 5 833.0 4.0393
LINK 132 134 5 542.7 2.6314
LINK 132 32 5 1088.5 5.2782
LINK 132 35 5 853.4 4.1383
LINK 150 151 5 476.1 2.3084
LINK 150 126 5 476.8 2.3120
LINK 150 149 5 433.6 2.1028
LINK 128 118 5 424.1 2.0563
LINK 128 126 5 678.0 3.2874
LINK 126 151 5 488.5 2.3685
LINK 126 125 5 365.5 1.7723
LINK 149 148 5 634.0 3.0741
LINK 149 151 5 554.3 2.6877
LINK 149 152 5 426.3 2.0670
LINK 149 160 5 861.7 4.1782
LINK 134 35 5 469.1 2.2744
LINK 151 153 5 385.7 1.8703
LINK 151 152 5 472.8 2.2925
LINK 151 125 5 461.8 2.2393
LINK 125 153 5 598.4 2.9015
LINK 148 146 5 824.6 3.9983
LINK 148 160 5 912.1 4.4226
LINK 83 84 10 483.2 2.3431
LINK 83 85 10 1284.5 6.2286
LINK 83 82 10 571.9 2.7734
LINK 82 85 10 1394.8 6.7636
LINK 82 86 5 669.5 3.2463
LINK 85 84 10 1214.7 5.8900
LINK 85 0 10 1122.2 5.4418
LINK 85 86 5 1227.5 5.9523
LINK 86 0 5 676.0 3.2782
LINK 65 67 10 1023.1 4.9608
LINK 65 64 10 591.3 2.8674
LINK 65 186 5 1158.4 5.6169
LINK 65 63 10 999.5 4.8468
LINK 65 66 10 1172.9 5.6874
LINK 63 60 10 751.2 3.6424
LINK 63 64 10 897.8 4.3534
LINK 63 62 10 843.6 4.0908
LINK 63 186 5 1182.7 5.7347
LINK 63 61 10 1138.4 5.5199
LINK 67 64 10 1491.8 7.2336
LINK 67 68 10 733.1 3.5546
LINK 67 69 10 1075.2 5.2139
LINK 67 66 10 1007.6 4.8860
LINK 110 107 5 995.5 4.8273
LINK 110 103 5 805.7 3.9070
LINK 110 109 5 500.0 2.4246
LINK 109 100 5 440.0 2.1334
LINK 109 103 5 604.3 2.9304
LINK 100 103 5 409.7 1.9866
LINK 100 97 5 714.5 3.4646
LINK 100 12 5 898.5 4.3569
LINK 0 92 5 611.3 2.9642
LINK 92 93 5 663.6 3.2178
LINK 92 1 5 690.9 3.3501
LINK 1 93 5 272.4 1.3211
LINK 106 18 5 712.0 3.4523
LINK 106 107 5 882.3 4.2784
LINK 106 20 5 1111.6 5.3901
LINK 106 105 5 619.3 3.0029
LINK 16 15 10 1359.0 6.5899
LINK 16 18 10 792.5 3.8427
LINK 16 19 10 725.6 3.5183
LINK 16 14 10 1173.5 5.6903
LINK 20 22 10 1001.5 4.8562
LINK 20 18 10 799.0 3.8744
LINK 20 19 10 1361.5 6.6017
LINK 105 18 5 1121.2 5.4366
LINK 105 13 5 875.7 4.2461
LINK 105 107 5 640.3 3.1050
LINK 105 14 5 1187.2 5.7565
LINK 105 104 5 463.1 2.2456
LINK 19 22 10 944.3 4.5790
LINK 19 18 10 1123.3 5.4467
LINK 19 21 10 1280.6 6.2097
LINK 19 17 10 1462.3 7.0905
LINK 22 21 10 951.6 4.6144
LINK 14 15 10 1275.1 6.1829
LINK 14 11 10 740.4 3.5902
LINK 14 18 10 1453.3 7.0470
LINK 14 13 10 871.4 4.2255
LINK 165 167 5 828.0 4.0151
LINK 165 55 5 822.2 3.9867
LINK 165 204 5 657.3 3.1874
LINK 165 160 5 1249.2 6.0573
LINK 165 163 5 649.4 3.1491
LINK 165 161 5 1059.8 5.1388
LINK 165 166 5 477.3 2.3144
LINK 55 167 5 558.0 2.7056
LINK 55 57 10 750.6 3.6396
LINK 55 54 10 770.7 3.7374
LINK 55 53 10 1003.0 4.8638
LINK 55 166 5 567.7 2.7526
LINK 163 164 5 644.0 3.1229
LINK 163 51 5 496.6 2.4082
LINK 163 146 5 653.4 3.1683
LINK 163 160 5 1236.0 5.9933
LINK 163 166 5 653.9 3.1709
LINK 51 164 5 407.5 1.9758
LINK 51 52 10 563.9 2.7345
LINK 51 53 10 870.3 4.2200
LINK 51 166 5 704.8 3.4175
LINK 167 60 5 1212.8 5.8807
LINK 167 57 5 860.0 4.1704
LINK 167 168 5 651.1 3.1572
LINK 167 204 5 596.6 2.8928
LINK 53 52 10 779.7 3.7807
LINK 53 50 10 540.3 2.6198
LINK 53 56 10 1112.7 5.3955
LINK 53 54 10 904.1 4.3839
LINK 53 49 10 867.4 4.2061
LINK 53 166 5 909.0 4.4076
LINK 204 169 5 740.8 3.5920
LINK 204 168 5 747.7 3.6255
LINK 204 161 5 623.4 3.0229
LINK 164 47 5 1220.4 5.9177
LINK 164 146 5 621.1 3.0116
LINK 164 52 5 606.6 2.9414
LINK 52 47 10 773.1 3.7486
LINK 52 50 10 522.6 2.5339
LINK 54 59 10 780.0 3.7822
LINK 54 57 10 651.3 3.1580
LINK 54 58 10 511.5 2.4803
LINK 54 56 10 1090.3 5.2870
LINK 146 160 5 1189.5 5.7678
LINK 50 47 10 795.3 3.8565
LINK 50 49 10 432.8 2.0988
LINK 57 60 10 828.8 4.0190
LINK 57 58 10 428.8 2.0793
LINK 152 153 5 491.3 2.3825
LINK 152 210 5 619.7 3.0051
LINK 152 160 5 739.4 3.5855
LINK 153 158 5 894.6 4.3382
LINK 153 210 5 873.1 4.2335
LINK 160 210 5 507.3 2.4600
LINK 160 162 5 892.8 4.3294
LINK 160 161 5 1110.9 5.3866
LINK 210 158 5 558.4 2.7078
LINK 210 162 5 566.8 2.7483
LINK 6 10 10 681.7 3.3056
LINK 6 7 10 1478.6 7.1695
LINK 6 9 10 1463.4 7.0963
LINK 6 5 10 458.0 2.2210
LINK 6 8 10 1438.0 6.9730
LINK 11 10 10 907.0 4.3981
LINK 11 15 10 1316.9 6.3855
LINK 11 13 10 1112.3 5.3937
LINK 11 9 10 864.5 4.1917
LINK 5 7 10 1479.4 7.1738
LINK 5 3 10 1459.5 7.0771
LINK 13 10 10 1324.6 6.4228
LINK 13 103 5 1135.2 5.5048
LINK 13 104 5 687.0 3.3310
LINK 13 12 10 1144.9 5.5518
LINK 12 10 10 1326.0 6.4296
LINK 12 103 5 961.3 4.6616
LINK 12 97 5 583.9 2.8316
LINK 12 4 10 1288.9 6.2499
LINK 9 10 10 1403.5 6.8055
LINK 9 15 10 1041.3 5.0490
LINK 9 8 10 763.8 3.7038
LINK 47 48 10 334.5 1.6218
LINK 47 49 10 776.6 3.7657
LINK 172 171 5 982.2 4.7627
LINK 172 173 5 482.5 2.3397
LINK 172 209 5 687.2 3.3323
LINK 209 173 5 829.1 4.0205
LINK 209 182 5 574.2 2.7842
LINK 209 208 5 839.5 4.0709
LINK 173 174 5 604.6 2.9318
LINK 173 171 5 925.3 4.4867
LINK 173 208 5 555.5 2.6938
LINK 158 171 5 848.4 4.1140
LINK 158 162 5 557.2 2.7019
LINK 171 170 5 655.1 3.1768
LINK 171 174 5 758.4 3.6775
LINK 171 162 5 800.3 3.8805
LINK 212 193 5 768.1 3.7243
LINK 212 70 5 564.4 2.7367
LINK 212 69 5 747.2 3.6233
LINK 212 202 5 764.9 3.7091
LINK 212 197 5 1031.5 5.0016
LINK 212 192 5 611.3 2.9642
LINK 72 71 10 883.1 4.2820
LINK 72 74 10 1320.2 6.4015
LINK 72 70 10 908.7 4.4064
LINK 72 197 5 1306.6 6.3358
LINK 71 70 10 964.1 4.6749
LINK 69 70 10 1026.6 4.9782
LINK 69 68 10 968.8 4.6979
LINK 69 192 5 708.1 3.4337
LINK 197 193 5 692.2 3.3564
LINK 197 74 5 1435.8 6.9623
LINK 197 196 5 845.3 4.0989
LINK 197 70 5 1043.6 5.0602
LINK 197 194 5 1026.7 4.9787
LINK 197 211 5 1074.7 5.2111
LINK 193 214 5 726.4 3.5223
LINK 193 194 5 776.7 3.7663
LINK 193 202 5 791.7 3.8391
LINK 192 68 5 759.3 3.6817
LINK 192 202 5 247.0 1.1975
LINK 202 214 5 885.2 4.2923
LINK 202 191 5 781.0 3.7873
LINK 202 68 5 794.4 3.8522
LINK 202 213 5 737.1 3.5740
LINK 93 3 5 1254.6 6.0838
LINK 93 4 5 1116.5 5.4141
LINK 104 107 5 570.2 2.7651
LINK 104 103 5 801.0 3.8840
LINK 107 103 5 965.1 4.6797
LINK 7 8 10 606.4 2.9406
LINK 198 195 5 548.2 2.6584
LINK 198 75 5 813.0 3.9422
LINK 198 211 5 472.4 2.2905
LINK 75 74 10 1217.3 5.9025
LINK 75 73 10 913.0 4.4272
LINK 75 211 5 765.1 3.7100
LINK 211 195 5 785.1 3.8072
